"Name","Nationality","Team","Position","Age","Age Ranking","Appearences","Appearences Ranking","Lineups","Lineups Ranking","Minutes","Minutes Ranking","Shots Total","Shots Total Ranking","Shots on Target","Shots on Target Ranking","Goals","Goals Ranking","Assists","Assists Ranking","Passes Total","Passes Total Ranking","Key Passes","Key Passes Ranking","Tackles","Tackles Ranking","Blocks","Blocks Ranking","Interceptions","Interceptions Ranking","Duels Total","Duels Total Ranking","Duels Won","Duels Won Ranking","Attempted Dribbles","Attempted Dribbles Ranking","Successful Dribbles","Successful Dribbles Ranking","Fouls Drawn","Fouls Drawn Ranking","Yellow Cards","Yellow Cards Ranking","Second Yellow Cards","Second Yellow Cards Ranking","Red Cards","Red Cards Ranking","Penalties Scored","Penalties Scored Ranking","Penalties Missed","Penalties Missed Ranking","Participations in Goals","Participations in Goals Ranking","Minutes per Goal","Minutes per Goal Ranking","Minutes per Participation","Minutes per Participation Ranking","Minutes per Assists","Minutes per Assists Ranking","Penalty Conversion","Penalty Conversion Ranking","On Target Conversion per Total Shots","On Target Conversion per Total Shots Ranking","Shots per Goal","Shots per Goal Ranking","Goal Conversion per Total Shots","Goal Conversion per Total Shots Ranking","Goal Conversion per Shots on Target","Goal Conversion per Shots on Target Ranking","Pencertage of Key Passes per Total Passes","Pencertage of Key Passes per Total Passes Ranking","Key Passes per Assist","Key Passes per Assist Ranking","Total Passes per Assist","Total Passes per Assist Ranking","Percentage of Successful Dribbles","Percentage of Successful Dribbles Ranking","Percentage of Duels Won","Percentage of Duels Won Ranking","Minutes per Yellow Card","Minutes per Yellow Card Ranking","Minutes per Red Card","Minutes per Red Card Ranking"
"Caí­que França","Brazil","Corinthians","Goalkeeper",29,318,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Juninho Valoura","Brazil","America Mineiro","Midfielder",38,19,25,178,14,255,1209,267,11,228,6,160,3,70,3,38,711,172,43,19,25,172,5,127,19,149,195,156,104,148,34,122,25,83,41,60,2,279,0,27,0,49,1,22,0,21,6,55,403,187,201.5,292,403,207,100,1,54.54545454545454,119,3.6666666666666665,249,27.27272727272727,38,50,48,6.047819971870605,75,14.333333333333334,63,237,155,73.52941176470588,161,53.333333333333336,236,604.5,109,,74
"Ribamar","Brazil","America Mineiro","Attacker",27,410,20,269,11,292,1022,307,29,59,14,54,2,114,0,273,167,451,6,313,3,493,0,414,0,569,158,222,68,252,19,209,4,366,22,177,3,181,0,27,0,49,0,47,1,4,2,194,511,158,511,141,,273,0,47,48.275862068965516,213,14.5,36,6.896551724137931,253,14.285714285714285,264,3.592814371257485,223,,273,,273,21.052631578947366,576,43.037974683544306,509,340.6666666666667,290,,74
"Denner","Brazil","Chapecoense-sc","Midfielder",25,526,18,309,18,202,1288,256,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,2,279,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,644,100,,74
"Moisés Ribeiro","Brazil","Chapecoense-sc","Defender",33,160,26,159,20,173,1544,211,1,504,0,491,0,289,0,273,752,164,12,213,39,74,9,60,20,136,206,136,95,178,19,209,15,164,25,151,6,53,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,0,491,,289,0,289,,491,1.5957446808510638,391,,273,,273,78.94736842105263,125,46.116504854368934,439,257.3333333333333,366,,74
"Anderson","Brazil","America Mineiro","Defender",29,318,22,228,13,268,1239,262,7,304,2,314,0,289,0,273,484,255,2,449,22,196,11,50,21,127,132,258,68,252,3,467,1,506,13,276,1,393,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,28.57142857142857,396,,289,0,289,0,289,0.4132231404958678,523,,273,,273,33.33333333333333,540,51.515151515151516,290,1239,28,,74
"Fabrí­cio Daniel","Brazil","America Mineiro","Attacker",27,410,22,228,14,255,1225,265,30,53,14,54,3,70,2,73,272,375,16,164,20,211,0,414,7,319,229,103,118,102,77,22,53,17,34,97,3,181,0,27,0,49,0,47,0,21,5,70,408.3333333333333,184,245,260,612.5,159,,58,46.666666666666664,225,10,81,10,197,21.428571428571427,219,5.88235294117647,80,8,151,136,217,68.83116883116884,200,51.52838427947598,289,408.3333333333333,226,,74
"Thiago Couto","Brazil","Sao Paulo","Goalkeeper",25,526,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Davi Schneider","Brazil","Ceara","Goalkeeper",22,773,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Guilherme Pato","Brazil","Cuiaba","Attacker",23,686,7,516,0,623,194,567,6,330,3,271,0,289,1,140,91,527,4,373,6,418,0,414,0,569,35,485,15,497,5,426,2,445,5,425,1,393,0,27,0,49,0,47,0,21,1,259,,289,194,299,194,258,,58,50,150,,289,0,289,0,289,4.395604395604396,152,4,228,91,242,40,520,42.857142857142854,511,194,430,,74
"André Lima","Brazil","Atletico Goianiense","Midfielder",24,608,4,578,1,573,135,594,1,504,1,391,0,289,0,273,70,559,1,500,3,493,0,414,2,466,17,560,6,583,3,467,1,506,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,100,1,,289,0,289,0,289,1.4285714285714286,414,,273,,273,33.33333333333333,540,35.294117647058826,619,,515,,74
"Gustavo Maia","Brazil","Internacional","Midfielder",23,686,8,499,0,623,147,586,5,358,3,271,1,172,0,273,56,581,0,565,4,461,0,414,1,510,23,526,12,520,6,398,4,366,3,490,0,515,0,27,0,49,0,47,0,21,1,259,147,275,147,331,,273,,58,60,82,5,204,20,70,33.33333333333333,124,0,565,,273,,273,66.66666666666666,213,52.17391304347826,273,,515,,74
"Nicolas","Brazil","Internacional","Attacker",23,686,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Robson Reis","Brazil","Santos","Defender",24,608,8,499,7,386,479,450,2,453,0,491,0,289,0,273,235,395,3,414,12,307,5,127,5,362,40,470,26,424,1,541,1,506,2,530,1,393,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,0,491,,289,0,289,,491,1.276595744680851,431,,273,,273,100,1,65,70,479,182,,74
"Jean","Brazil","Atletico-MG","Goalkeeper",24,608,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Wendson","Brazil","Ceara","Attacker",27,410,6,536,0,623,26,665,2,453,1,391,1,172,0,273,8,665,0,565,1,560,0,414,1,510,7,620,1,653,2,496,0,580,0,629,1,393,0,27,0,49,0,47,0,21,1,259,26,287,26,369,,273,,58,50,150,2,276,50,10,100,2,0,565,,273,,273,0,580,14.285714285714285,676,26,511,,74
"Ligger","Brazil","Bahia","Defender",36,74,3,606,3,498,270,531,2,453,1,391,0,289,0,273,94,525,2,449,0,613,2,250,2,466,18,553,8,561,1,541,1,506,1,575,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,50,150,,289,0,289,0,289,2.127659574468085,347,,273,,273,100,1,44.44444444444444,478,,515,,74
"Lucas Lourenço","Brazil","Santos","Midfielder",23,686,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Tiepo","Brazil","Chapecoense-sc","Goalkeeper",26,473,3,606,3,498,214,556,0,564,0,491,0,289,0,273,58,578,0,565,0,613,0,414,0,569,1,684,1,653,0,605,0,580,1,575,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,0,565,,273,,273,,605,100,1,,515,,74
"Rodrigo Lindoso","Brazil","Internacional","Midfielder",35,103,26,159,22,137,1747,173,10,247,6,160,2,114,0,273,1147,58,12,213,27,148,9,60,33,63,162,214,76,221,7,373,4,366,21,185,4,128,0,27,0,49,0,47,0,21,2,194,873.5,92,873.5,84,,273,,58,60,82,5,204,20,70,33.33333333333333,124,1.046207497820401,453,,273,,273,57.14285714285714,351,46.913580246913575,420,436.75,206,,74
"Bruno Melo","Brazil","Fortaleza EC","Defender",32,192,21,251,12,280,1104,288,12,214,6,160,1,172,0,273,449,274,9,256,9,357,1,321,8,298,122,281,74,233,2,496,2,445,6,397,1,393,0,27,0,49,0,47,1,4,1,259,1104,63,1104,49,,273,0,47,50,150,12,56,8.333333333333332,224,16.666666666666664,245,2.0044543429844097,355,,273,,273,100,1,60.65573770491803,110,1104,37,,74
"Boschilia","Brazil","Internacional","Midfielder",28,355,16,335,2,532,517,438,11,228,3,271,0,289,0,273,309,349,3,414,10,338,1,321,3,423,56,424,24,435,6,398,6,306,8,359,2,279,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,27.27272727272727,410,,289,0,289,0,289,0.9708737864077669,461,,273,,273,100,1,42.857142857142854,511,258.5,363,,74
"Maxwell","Brazil","Sport Recife","Attacker",29,318,7,516,0,623,114,606,3,421,2,314,0,289,0,273,40,603,1,500,2,532,0,414,0,569,17,560,8,561,3,467,2,445,4,453,0,515,0,27,1,3,0,47,0,21,0,373,,289,,373,,273,,58,66.66666666666666,48,,289,0,289,0,289,2.5,308,,273,,273,66.66666666666666,213,47.05882352941176,413,,515,114,71
"Marthã","Brazil","Ceara","Midfielder",27,410,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Robson","Brazil","Fortaleza EC","Attacker",33,160,34,28,27,74,2176,96,55,14,27,10,10,11,1,140,443,278,23,107,27,148,3,194,10,265,308,39,125,87,28,152,15,164,50,34,7,24,0,27,0,49,0,47,0,21,11,18,217.6,246,197.8181818181818,295,2176,23,,58,49.09090909090909,208,5.5,193,18.181818181818183,92,37.03703703703704,116,5.191873589164786,110,23,21,443,99,53.57142857142857,403,40.58441558441558,558,310.85714285714283,316,,74
"Zé Gabriel","Brazil","Internacional","Midfielder",25,526,9,482,3,498,374,489,6,330,2,314,0,289,0,273,183,438,0,565,3,493,2,250,3,423,33,491,23,441,4,444,3,406,8,359,2,279,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,33.33333333333333,355,,289,0,289,0,289,0,565,,273,,273,75,136,69.6969696969697,46,187,436,,74
"Viní­cius Mingotti","Brazil","Atletico Paranaense","Attacker",24,608,6,536,1,573,145,587,2,453,0,491,0,289,0,273,24,628,2,449,2,532,0,414,2,466,20,541,8,561,1,541,0,580,3,490,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,0,491,,289,0,289,,491,8.333333333333332,28,,273,,273,0,580,40,566,,515,,74
"Gui Azevedo","Brazil","Gremio","Attacker",23,686,1,660,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Thalys","Brazil","America Mineiro","Defender",24,608,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Léo Lang","Brazil","America Mineiro","Goalkeeper",26,473,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Cristiano","Brazil","Ceara","Attacker",25,526,1,660,0,623,6,700,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,2,671,1,653,0,605,0,580,0,629,1,393,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,50,326,6,512,,74
"Pedro Lucas","Brazil","Gremio","Midfielder",22,773,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"André Luiz","Brazil","Ceara","Goalkeeper",24,608,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Echaporã","Brazil","Atletico-MG","Attacker",24,608,2,631,0,623,23,667,0,564,0,491,0,289,0,273,9,662,1,500,1,560,0,414,1,510,6,627,1,653,2,496,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,11.11111111111111,9,,273,,273,0,580,16.666666666666664,673,,515,,74
"Dudu Scheit","Brazil","Atletico Paranaense","Midfielder",23,686,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Daniel Lima","Brazil","Atletico Goianiense","Attacker",20,877,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"J. Hurtado","Venezuela","RB Bragantino","Attacker",24,608,13,410,3,498,309,516,9,266,4,226,1,172,1,140,68,563,6,313,5,441,0,414,1,510,74,374,31,394,11,297,6,306,5,425,2,279,0,27,0,49,0,47,0,21,2,194,309,212,154.5,323,309,236,,58,44.44444444444444,243,9,99,11.11111111111111,184,25,173,8.823529411764707,25,6,186,68,259,54.54545454545454,385,41.891891891891895,540,154.5,456,,74
"Jorginho","Brazil","Ceara","Midfielder",33,160,21,251,11,292,980,319,9,266,6,160,2,114,3,38,442,279,30,55,22,196,1,321,9,282,146,245,75,227,23,184,13,184,29,123,4,128,0,27,0,49,0,47,0,21,5,70,490,161,196,296,326.6666666666667,231,,58,66.66666666666666,48,4.5,226,22.22222222222222,62,33.33333333333333,124,6.787330316742081,56,10,118,147.33333333333334,207,56.52173913043478,365,51.369863013698634,298,245,383,,74
"Gabriel Baralhas","Brazil","Atletico Goianiense","Midfielder",26,473,31,76,18,202,1711,182,19,118,10,97,4,46,0,273,893,125,12,213,49,41,13,38,43,30,185,169,95,178,15,245,5,340,16,234,3,181,0,27,0,49,0,47,0,21,4,108,427.75,175,427.75,169,,273,,58,52.63157894736842,141,4.75,223,21.052631578947366,65,40,102,1.3437849944008957,424,,273,,273,33.33333333333333,540,51.35135135135135,299,570.3333333333334,128,,74
"Bruno Tubarão","Brazil","RB Bragantino","Attacker",29,318,2,631,0,623,20,670,2,453,2,314,0,289,0,273,11,652,0,565,2,532,0,414,0,569,8,611,5,595,0,605,0,580,1,575,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,100,1,,289,0,289,0,289,0,565,,273,,273,,605,62.5,82,,515,,74
"Luiz Felipe","Brazil","Santos","Defender",31,232,23,214,23,121,1908,139,3,421,1,391,0,289,1,140,1082,74,3,414,30,122,16,27,33,63,177,185,106,141,14,253,13,184,14,260,5,92,0,27,0,49,0,47,0,21,1,259,,289,1908,17,1908,36,,58,33.33333333333333,355,,289,0,289,0,289,0.27726432532347506,541,3,246,1082,23,92.85714285714286,85,59.887005649717516,125,381.6,247,,74
"Kaique Rocha","Brazil","Internacional","Defender",23,686,3,606,2,532,209,558,1,504,1,391,0,289,0,273,80,548,0,565,5,441,1,321,3,423,33,491,17,478,3,467,3,406,2,530,1,393,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,100,1,,289,0,289,0,289,0,565,,273,,273,100,1,51.515151515151516,290,209,421,,74
"Shaylon","Brazil","Sao Paulo","Midfielder",27,410,5,551,1,573,126,600,2,453,1,391,0,289,0,273,66,566,0,565,3,493,0,414,1,510,13,577,6,583,2,496,2,445,0,629,1,393,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,50,150,,289,0,289,0,289,0,565,,273,,273,100,1,46.15384615384615,435,126,478,,74
"Luiz Fernando","Brazil","Gremio","Attacker",28,355,9,482,2,532,236,550,1,504,1,391,0,289,0,273,66,566,3,414,2,532,0,414,3,423,38,475,16,483,11,297,4,366,6,397,2,279,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,100,1,,289,0,289,0,289,4.545454545454546,140,,273,,273,36.36363636363637,537,42.10526315789473,535,118,485,,74
"Madson","Brazil","Santos","Defender",32,192,31,76,15,242,1651,197,18,129,7,139,3,70,3,38,597,202,15,173,20,211,3,194,30,77,197,153,110,130,13,269,4,366,20,195,3,181,0,27,0,49,0,47,0,21,6,55,550.3333333333334,152,275.1666666666667,246,550.3333333333334,176,,58,38.88888888888889,310,6,173,16.666666666666664,105,42.857142857142854,89,2.512562814070352,307,5,210,199,175,30.76923076923077,563,55.83756345177665,183,550.3333333333334,140,,74
"Thiago Heleno","Brazil","Atletico Paranaense","Defender",36,74,28,132,28,64,2493,62,13,195,3,271,1,172,0,273,1617,13,4,373,19,227,29,7,50,16,174,190,108,132,4,444,1,506,21,185,7,24,0,27,1,3,0,47,0,21,1,259,2493,11,2493,10,,273,,58,23.076923076923077,444,13,43,7.6923076923076925,237,33.33333333333333,124,0.24737167594310452,548,,273,,273,25,568,62.06896551724138,92,356.14285714285717,273,2493,10
"í. Araos","Chile","Corinthians","Midfielder",27,410,11,446,2,532,326,511,3,421,2,314,0,289,0,273,164,455,1,500,8,373,0,414,5,362,72,378,35,375,14,253,9,243,5,425,3,181,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,66.66666666666666,48,,289,0,289,0,289,0.6097560975609756,495,,273,,273,64.28571428571429,269,48.61111111111111,376,108.66666666666667,496,,74
"Gabriel","Brazil","Corinthians","Midfielder",32,192,31,76,29,51,2419,70,10,247,4,226,2,114,1,140,1589,16,9,256,88,3,8,74,49,18,282,56,154,39,9,334,3,406,38,79,6,53,0,27,1,3,0,47,0,21,3,140,1209.5,51,806.3333333333334,93,2419,16,,58,40,285,5,204,20,70,50,48,0.5663939584644431,505,9,134,1589,6,33.33333333333333,540,54.60992907801418,211,403.1666666666667,227,2419,11
"Janderson","Brazil","Atletico Goianiense","Attacker",25,526,34,28,25,92,2314,78,30,53,12,66,3,70,1,140,594,208,38,28,38,80,0,414,16,176,411,8,186,17,136,5,54,14,80,6,7,24,0,27,0,49,0,47,0,21,4,108,771.3333333333334,113,578.5,128,2314,19,,58,40,285,10,81,10,197,25,173,6.397306397306397,65,38,2,594,64,39.705882352941174,527,45.25547445255474,461,330.57142857142856,301,,74
"Pedro Henrique","Brazil","Atletico Goianiense","Defender",32,192,6,536,5,439,444,465,2,453,1,391,0,289,0,273,180,441,2,449,13,297,4,158,2,466,37,478,20,461,0,605,0,580,1,575,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,50,150,,289,0,289,0,289,1.1111111111111112,445,,273,,273,,605,54.054054054054056,221,,515,,74
"M. Lacava","Venezuela","Santos","Attacker",22,773,2,631,0,623,27,661,0,564,0,491,0,289,0,273,17,639,0,565,1,560,0,414,1,510,9,602,2,635,1,541,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,0,565,,273,,273,0,580,22.22222222222222,668,,515,,74
"Luan Patrick","Brazil","Atletico Paranaense","Defender",22,773,2,631,2,532,148,584,0,564,0,491,0,289,0,273,98,520,0,565,1,560,3,194,2,466,2,671,1,653,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,0,565,,273,,273,,605,50,326,,515,,74
"Roni","Brazil","Corinthians","Midfielder",25,526,21,251,14,255,1108,286,9,266,6,160,3,70,1,140,485,254,12,213,19,227,5,127,9,282,132,258,43,339,16,235,10,222,6,397,7,24,0,27,0,49,0,47,0,21,4,108,369.3333333333333,196,277,244,1108,84,,58,66.66666666666666,48,3,260,33.33333333333333,18,50,48,2.4742268041237114,313,12,91,485,87,62.5,294,32.57575757575758,644,158.28571428571428,452,,74
"Léo Linck","Brazil","Atletico Paranaense","Goalkeeper",23,686,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Ataí­de","Brazil","Atletico Paranaense","Defender",20,877,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Lucas Belezi","Brazil","Corinthians","Defender",21,841,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Jonathan Cafú","Brazil","Cuiaba","Attacker",33,160,29,120,14,255,1330,250,8,280,5,192,3,70,0,273,371,315,15,173,38,80,1,321,6,345,252,82,117,107,50,66,21,112,34,97,2,279,0,27,0,49,1,22,0,21,3,140,443.3333333333333,173,443.3333333333333,166,,273,100,1,62.5,77,2.6666666666666665,272,37.5,17,60,39,4.0431266846361185,183,,273,,273,42,516,46.42857142857143,429,665,90,,74
"T. Cuello","Argentina","RB Bragantino","Attacker",24,608,30,98,23,121,1989,127,36,37,18,30,3,70,2,73,700,174,28,67,40,71,5,127,28,85,332,27,183,19,91,17,62,10,60,17,2,279,0,27,0,49,0,47,0,21,5,70,663,133,397.8,182,994.5,96,,58,50,150,12,56,8.333333333333332,224,16.666666666666664,245,4,184,14,64,350,115,68.13186813186813,206,55.12048192771084,199,994.5,45,,74
"Julimar","Brazil","Atletico Paranaense","Attacker",23,686,1,660,0,623,17,677,0,564,0,491,0,289,0,273,10,660,1,500,0,613,0,414,0,569,6,627,4,603,2,496,2,445,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,10,15,,273,,273,100,1,66.66666666666666,51,,515,,74
"Matheus Alexandre","Brazil","Corinthians","Defender",25,526,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Bruno Alves","Brazil","Sao Paulo","Defender",33,160,23,214,18,202,1652,196,5,358,1,391,0,289,0,273,979,97,3,414,20,211,13,38,24,106,157,224,98,163,3,467,2,445,29,123,4,128,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,20,454,,289,0,289,0,289,0.30643513789581206,538,,273,,273,66.66666666666666,213,62.42038216560509,85,413,220,,74
"Pablo","Brazil","Sao Paulo","Attacker",32,192,16,335,9,336,672,394,14,179,7,139,3,70,0,273,154,465,8,274,6,418,2,250,2,466,88,344,34,380,7,373,5,340,10,319,0,515,0,27,0,49,1,22,0,21,3,140,224,243,224,277,,273,100,1,50,150,4.666666666666667,225,21.428571428571427,64,42.857142857142854,89,5.194805194805195,109,,273,,273,71.42857142857143,172,38.63636363636363,584,,515,,74
"Erick","Brazil","Atletico Paranaense","Midfielder",27,410,25,178,17,216,1478,222,20,112,2,314,0,289,1,140,687,179,12,213,46,52,9,60,16,176,198,150,97,173,18,221,10,222,9,340,4,128,0,27,0,49,0,47,0,21,1,259,,289,1478,33,1478,58,,58,10,489,,289,0,289,0,289,1.7467248908296942,371,12,91,687,49,55.55555555555556,372,48.98989898989899,370,369.5,256,,74
"Walter","Brazil","Cuiaba","Goalkeeper",37,44,34,28,34,16,3060,15,0,564,0,491,0,289,0,273,874,134,1,500,1,560,0,414,0,569,11,588,10,537,2,496,2,445,2,530,2,279,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,0.11441647597254005,563,,273,,273,100,1,90.9090909090909,18,1530,17,,74
"Marllon","Brazil","Cuiaba","Defender",32,192,28,132,25,92,2292,81,7,304,2,314,2,114,1,140,1047,86,2,449,26,161,16,27,21,127,174,190,107,138,5,426,4,366,18,211,4,128,0,27,1,3,0,47,0,21,3,140,1146,58,764,101,2292,20,,58,28.57142857142857,396,3.5,254,28.57142857142857,32,100,2,0.19102196752626552,555,2,259,1047,26,80,110,61.49425287356321,99,573,123,2292,12
"André Luí­s","Brazil","Atletico Goianiense","Attacker",27,410,30,98,21,153,1791,163,24,80,9,106,1,172,2,73,450,272,27,73,22,196,3,194,13,211,308,39,140,59,62,41,30,65,74,9,6,53,0,27,0,49,0,47,0,21,3,140,1791,34,597,126,895.5,115,,58,37.5,321,24,9,4.166666666666666,280,11.11111111111111,276,6,77,13.5,72,225,160,48.38709677419355,478,45.45454545454545,450,298.5,326,,74
"Clayson","Brazil","Cuiaba","Midfielder",29,318,31,76,30,47,2515,59,32,48,17,33,2,114,3,38,881,133,45,16,35,94,4,158,29,80,394,10,178,22,136,5,62,10,77,7,8,17,2,1,0,49,0,47,0,21,5,70,1257.5,48,503,142,838.3333333333334,124,,58,53.125,139,16,25,6.25,262,11.76470588235294,274,5.10783200908059,112,15,53,293.6666666666667,128,45.588235294117645,490,45.17766497461929,463,251.5,374,1257.5,40
"Alan Empereur","Brazil","Cuiaba","Defender",30,275,14,386,13,268,1200,270,5,358,2,314,1,172,0,273,563,224,1,500,4,461,6,106,12,226,62,412,33,385,2,496,2,445,12,286,3,181,0,27,0,49,0,47,0,21,1,259,1200,52,1200,44,,273,,58,40,285,5,204,20,70,50,48,0.17761989342806395,557,,273,,273,100,1,53.2258064516129,242,400,230,,74
